ÁöÁ¡,ÁöÁ¡¸í,ÀÏ½Ã,Æò±Õ±â¿Â(¡ÆC),Æò±ÕÃÖ°í±â¿Â(¡ÆC),Æò±ÕÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú±â¿Â ³ªÅ¸³­³¯(yyyymmdd),Æò±Õ¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð(hPa),ÃÖÀú¼öÁõ±â¾Ð(hPa),ÃÖ°í¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),ÃÖÀú¼öÁõ±â¾Ð ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÀÌ½½Á¡¿Âµµ(¡ÆC),Æò±Õ»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ(%),ÃÖ¼Ò»ó´ë½Àµµ ³ªÅ¸³­³¯(yyyymmdd),¿ùÇÕ°­¼ö·®(00~24h¸¸)(mm),ÀÏÃÖ´Ù°­¼ö·®(mm),1½Ã°£ÃÖ´Ù°­¼ö·®(mm),10ºÐÃÖ´Ù°­¼ö·®(mm),ÀÏÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),1½Ã°£ÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),10ºÐÃÖ´Ù°­¼ö·® ³ªÅ¸³­³¯(yyyymmdd),Æò±ÕÇ³¼Ó(m/s),ÃÖ´ëÇ³¼Ó(m/s),ÃÖ´ë¼ø°£Ç³¼Ó(m/s),ÃÖ´ëÇ³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ë¼ø°£Ç³¼Ó Ç³Çâ(16¹æÀ§),ÃÖ´ëÇ³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ë¼ø°£Ç³¼Ó ³ªÅ¸³­³¯(yyyymmdd),ÃÖ´ÙÇ³Çâ(16¹æÀ§),ÇÕ°è ÀÏÁ¶½Ã°£(hr),ÀÏÁ¶À²(%),ÇÕ°è ÀÏ»ç·®(MJ/m2),ÃÖ½ÉÀû¼³(cm),ÃÖ½É½ÅÀû¼³(cm),3½Ã°£½ÅÀû¼³ÇÕ(cm),ÃÖ½ÉÀû¼³ ³ªÅ¸³­³¯(yyyymmdd),ÃÖ½É½ÅÀû¼³ ³ªÅ¸³­³¯(yyyymmdd)
127,ÃæÁÖ,2022-03,6.7,13.2,.4,20.5,-6.2,20220312,20220307,6.3,15.5,1.5,20220313,20220306,-.7,64,15,20220328,79.9,32.4,,,20220313,,,1.3,8.1,14.1,270,270,20220305,20220305,90,186.1,50.16,406.57,,,,,
127,ÃæÁÖ,2022-04,13.4,21.1,5.9,27.9,-1.2,20220412,20220403,8.4,18.5,3.1,20220426,20220402,3.4,56,12,20220410,45.8,18.7,3.5,1,20220413,20220414,20220426,1.3,6.2,10.3,90,270,20220413,20220422,90,266.5,67.57,613.94,,,,,
127,ÃæÁÖ,2022-05,17.8,25.3,10.1,30.4,3.5,20220524,20220503,10.9,18.5,4.3,20220530,20220501,7.7,56,15,20220510,8.6,4.7,4.7,2.1,20220526,20220526,20220526,1.5,6.3,12.5,270,250,20220501,20220514,270,304.8,69.49,755.72,,,,,
127,ÃæÁÖ,2022-06,22.9,28.3,17.7,34.7,10.2,20220621,20220602,19.4,30.9,7.2,20220629,20220601,16.5,70,15,20220601,219,89.8,27.6,7.6,20220630,20220630,20220629,1.5,5.9,12.9,230,230,20220626,20220628,90,173.5,39.42,555.56,,,,,
127,ÃæÁÖ,2022-07,26,30.5,22.3,34.7,19.7,20220729,20220717,26.6,31.9,21.7,20220707,20220727,22.1,81,48,20220703,350.5,83.2,52.8,18.9,20220713,20220705,20220710,1.3,5.6,10.2,160,90,20220710,20220713,90,160.5,35.89,528.94,,,,,
127,ÃæÁÖ,2022-08,25,28.8,21.6,33.3,12.9,20220807,20220828,25.9,33.8,10.9,20220807,20220827,21.4,82,35,20220827,457.3,143.7,50.4,24.7,20220810,20220806,20220806,1.1,6.7,11.1,270,230,20220806,20220806,90,117,27.84,404.34,,,,,
127,ÃæÁÖ,2022-09,20.5,26.7,15.5,32.1,8.1,20220917,20220924,18.2,28.6,9.9,20220918,20220923,15.6,76,26,20220930,102,50.6,8.3,2.3,20220906,20220906,20220905,1.2,6.5,13.2,270,90,20220923,20220918,90,212.4,56.94,496.31,,,,,
127,ÃæÁÖ,2022-10,12.7,19.5,6.8,26,-2.7,20221001,20221028,11.6,25,3.6,20221003,20221017,8.4,78,19,20221017,96.5,59,17.4,5.2,20221004,20221004,20221004,1.1,5.7,11.7,200,200,20221004,20221004,90,202.1,57.92,392.43,,,,,
127,ÃæÁÖ,2022-11,7.6,15.2,1.5,23.8,-5.9,20221112,20221130,7.7,18.2,1.4,20221113,20221130,2.3,73,21,20221130,79.5,28.9,,,20221112,,,.9,5.2,9.8,270,250,20221130,20221130,90,189.4,61.71,280.53,,,,,
127,ÃæÁÖ,2022-12,-4.8,.8,-9.8,8.8,-17.5,20221209,20221224,3.1,7.2,1.1,20221210,20221218,-9.9,70,20,20221205,18.8,9.9,,,20221213,,,.9,6.3,10.8,270,290,20221222,20221222,90,163.1,54.37,228,,,,,
127,ÃæÁÖ,2023-01,-3.1,3.1,-8.6,11.8,-18.8,20230112,20230125,3.6,10.8,.7,20230113,20230124,-8.6,69,17,20230120,23,9.5,,,20230113,,,1,6.7,12.2,270,270,20230124,20230124,90,180.9,58.62,274.01,,,,,
127,ÃæÁÖ,2023-02,.9,7.4,-4.9,13.3,-9.7,20230227,20230204,4,7.3,1.5,20230210,20230221,-6.1,63,15,20230227,3.3,2.9,,,20230210,,,1,7.1,11.8,250,250,20230220,20230220,90,179.2,59.06,323.11,,,,,
127,ÃæÁÖ,2023-03,8.6,17,.8,25.8,-6.4,20230322,20230303,5.6,16.1,1.6,20230323,20230316,-2.4,51,10,20230316,16.7,10.2,,,20230312,,,1.3,6.3,12.8,270,270,20230312,20230315,90,244.8,66.02,490.01,,,,,
127,ÃæÁÖ,2023-04,13,19.7,5.9,27.3,-.7,20230419,20230409,8.1,18.6,1.8,20230420,20230412,2.9,57,9,20230414,32.1,8.9,5.6,3,20230415,20230415,20230415,1.6,7.8,12.9,230,270,20230411,20230408,90,192.5,48.82,504.87,,,,,
127,ÃæÁÖ,2023-05,18.4,24.9,11.4,32,3,20230516,20230508,12.7,23.8,5.5,20230529,20230502,9.9,62,16,20230502,123.8,37.5,12.2,4,20230505,20230506,20230506,1.4,8.1,14.8,90,90,20230506,20230506,90,239.6,54.65,640.5,,,,,
127,ÃæÁÖ,2023-06,22.8,28.4,17.7,33.4,12.1,20230619,20230604,19.2,29.5,9.2,20230629,20230604,16.6,71,24,20230603,239.6,88.2,36,17.3,20230626,20230614,20230626,1.3,8.4,17.1,340,20,20230611,20230611,90,196.8,44.74,625.46,,,,,
127,ÃæÁÖ,2023-07,25.9,30.4,22.4,34.9,19.2,20230729,20230707,26.7,32.2,17.6,20230731,20230707,22.1,81,43,20230703,554.2,172.3,26,10.6,20230715,20230709,20230709,1.1,5.7,10.5,140,320,20230710,20230709,90,139.3,31.13,503.5,,,,,
127,ÃæÁÖ,2023-08,26.5,31.4,22.6,35.5,18.2,20230807,20230831,26.7,34.8,19.4,20230806,20230830,22.1,78,43,20230818,248,91.3,19.1,8,20230810,20230823,20230823,1.2,4.9,9.8,90,70,20230828,20230829,90,172.2,40.96,534.16,,,,,
127,ÃæÁÖ,2023-09,22.4,27.3,18.4,31.9,13.3,20230904,20230924,21.1,29.7,12.5,20230904,20230924,18.2,79,35,20230901,242.5,61.5,27.6,18.9,20230920,20230916,20230917,1.1,6.9,13.4,70,50,20230920,20230920,90,173.1,46.38,455.14,,,,,
127,ÃæÁÖ,2023-10,13,20.1,7.3,23.1,.8,20231012,20231021,11.6,17.4,5,20231026,20231020,8.8,79,26,20231020,31.3,16.9,13.8,4.8,20231004,20231004,20231004,.8,5.8,11.2,290,270,20231020,20231020,90,191.4,54.83,404.91,,,,,
127,ÃæÁÖ,2023-11,6,12.2,.4,26.4,-8,20231102,20231125,7.2,19.6,1.5,20231106,20231125,.1,68,9,20231129,50.8,22.9,,,20231106,,,1.5,7.9,15.7,270,250,20231106,20231106,270,178.4,58.11,286.64,,,,,
127,ÃæÁÖ,2023-12,.3,5.6,-4.4,18.6,-14.7,20231209,20231223,5.1,12.3,1,20231209,20231222,-4.4,73,4,20231209,96.3,45.4,,,20231215,,,1.4,7.9,13.9,90,90,20231211,20231211,90,129.3,43.1,202.23,,,,,
127,ÃæÁÖ,2024-01,-1.2,3.6,-5.4,11.6,-13.7,20240131,20240124,4.2,8.1,1.3,20240118,20240124,-6.1,72,5,20240125,34.6,9.5,,,20240118,,,1.3,6.2,12,270,290,20240107,20240107,90,145.1,47.03,238.45,,,,,
127,ÃæÁÖ,2024-02,3.1,8.1,-1.2,18.3,-6.2,20240214,20240211,5.7,14.5,2.6,20240219,20240212,-1.4,74,19,20240212,86.6,21.8,,,20240218,,,1.4,5.6,11.2,90,90,20240205,20240220,90,97.1,30.87,235.03,,,,,
127,ÃæÁÖ,2024-03,6.1,12.5,0,22.3,-9.9,20240324,20240302,5.6,12.4,1.1,20240323,20240301,-2.3,59,11,20240318,50.8,18.1,,,20240326,,,1.7,7.4,14.3,90,270,20240325,20240329,270,194.1,52.23,430.61,,,,,
127,ÃæÁÖ,2024-04,15.5,22.4,9.2,28.7,2.5,20240414,20240401,10.2,16.6,3.8,20240415,20240401,6.8,61,15,20240414,59,30.7,16.6,5.3,20240415,20240415,20240415,1.4,8.6,13.3,90,90,20240409,20240409,90,203.3,51.46,528.64,,,,,
127,ÃæÁÖ,2024-05,17.7,24.7,11,29.2,6.1,20240523,20240508,12.4,21.3,5.8,20240526,20240516,9.9,65,19,20240518,128.7,35.7,12.4,3.1,20240526,20240526,20240526,1.5,5.9,11.5,270,270,20240515,20240516,90,274.8,62.58,708.06,,,,,
127,ÃæÁÖ,2024-06,23,29.5,16.7,34.7,10.6,20240619,20240604,18,27.7,8.2,20240630,20240604,15.5,66,21,20240612,126.1,47,16.5,4.7,20240622,20240622,20240615,1.3,5.5,11.3,270,270,20240625,20240630,90,252,57.26,682.89,,,,,
127,ÃæÁÖ,2024-07,26.5,30.6,23.2,33.8,20.9,20240725,20240701,27.2,34.2,18.1,20240727,20240713,22.4,80,35,20240713,503.2,85.8,41.7,13,20240710,20240710,20240725,1.4,8.2,13.4,110,250,20240710,20240718,90,114,25.5,465.56,,,,,
127,ÃæÁÖ,2024-08,28,33,23.8,35.4,20.2,20240804,20240828,28.5,35,21,20240805,20240828,23.2,77,43,20240819,71.4,23.4,20.1,8.8,20240805,20240827,20240827,1.2,6.3,11.2,250,70,20240805,20240829,90,233.2,55.54,605.88,,,,,
127,ÃæÁÖ,2024-09,24.5,29.8,20.4,35.2,13.6,20240910,20240930,23.4,36.1,10.2,20240918,20240930,19.7,76,25,20240930,211.4,105.2,32.4,13.5,20240921,20240921,20240920,1.2,6.8,12.2,90,110,20240920,20240921,90,176.1,47.29,460.15,,,,,
127,ÃæÁÖ,2024-10,15.1,20.8,10.5,24.3,5.8,20241017,20241025,13.7,21.6,7.3,20241019,20241002,11.4,81,31,20241012,122.8,79.2,22.1,8.3,20241018,20241018,20241018,1.1,6.5,12.4,90,70,20241019,20241019,90,147.6,42.35,335.21,,,,,
127,ÃæÁÖ,2024-11,8,14.8,2.4,24.1,-5.3,20241102,20241129,8.2,16.6,2.1,20241116,20241118,3.2,75,20,20241118,49.1,22.4,,,20241126,,,1,6.6,14.6,250,230,20241126,20241126,90,165.8,54.11,274.27,,,,,
127,ÃæÁÖ,2024-12,-.9,4.6,-5.8,15.3,-10.4,20241202,20241223,3.8,11.7,1.8,20241202,20241228,-7,66,23,20241231,4.3,1.8,,,20241221,,,1.3,5.8,10.6,270,250,20241206,20241206,230,170.4,56.78,255.75,,,,,
127,ÃæÁÖ,2025-01,-2.5,3.5,-7.7,9.8,-16.1,20250125,20250110,3.4,7.3,.9,20250106,20250110,-8.5,66,20,20250115,19.6,9.6,,,20250127,,,1.2,8.2,15.7,230,230,20250109,20250109,70,155.1,50.21,254.49,,,,,
127,ÃæÁÖ,2025-02,-2.5,3.6,-8.6,13.9,-17.5,20250228,20250208,2.9,6.7,1.2,20250201,20250218,-11,56,6,20250227,7.5,3,,,20250207,,,1.7,7.1,13.4,250,270,20250203,20250207,250,209.2,77.03,358.34,,,,,
127,ÃæÁÖ,2025-03,7.3,14,.7,26.2,-4.6,20250326,20250330,5.6,15.8,1.3,20250327,20250329,-2.1,56,11,20250326,51.3,33.4,,,20250303,,,1.8,10.7,19.4,230,230,20250325,20250325,70,201.3,57.8,434.06,,,,,
127,ÃæÁÖ,2025-04,13,20.6,5.6,27.6,-.7,20250430,20250401,8.5,19,3,20250419,20250425,3.6,59,13,20250412,76.7,23.6,7,1.8,20250422,20250412,20250412,1.6,7.9,14.1,250,250,20250413,20250413,70,242.3,61.39,594.72,,,,,
127,ÃæÁÖ,2025-05,16.8,23.3,10.6,31.4,3.1,20250520,20250505,12.9,24.4,3.6,20250521,20250504,10,69,15,20250530,114,28,11,9.7,20250516,20250501,20250529,1.5,7.5,14.6,50,20,20250529,20250529,70,198.2,45.15,581.43,,,,,
127,ÃæÁÖ,2025-06,23.4,28.9,18.1,33.4,10.8,20250630,20250605,20.4,29.8,7.9,20250630,20250604,17.5,72,21,20250604,146.9,57.1,12.9,5.1,20250621,20250616,20250621,1.3,6.9,12.8,230,200,20250604,20250604,70,191.4,43.49,610.92,,,,,
127,ÃæÁÖ,2025-07,27.1,32.2,22.8,35.8,19.7,20250727,20250712,26.4,33.6,15.5,20250707,20250710,21.8,75,30,20250711,142.8,42.2,35.4,19.8,20250716,20250708,20250708,1.2,7.3,13.1,360,20,20250708,20250708,70,204.6,47.28,622.81,,,,,
127,ÃæÁÖ,2025-08,27,32,23,35.9,18,20250801,20250810,27.4,32.4,19.5,20250804,20250810,22.6,78,38,20250801,75.9,22.9,16.8,7.5,20250813,20250815,20250813,1.1,4.8,9.8,70,230,20250803,20250819,70,177.8,45.16,530.87,,,,,
127,ÃæÁÖ,2025-09,22.6,27.6,18.8,33.8,14.8,20250905,20250930,21.8,30.4,13.3,20250906,20250923,18.6,80,39,20250923,194.5,55.7,20.9,9,20250920,20250920,20250916,1.2,5.9,14.2,290,270,20250916,20250916,70,120,32.2,392.15,,,,,
127,ÃæÁÖ,2025-10,15.9,20.8,12,26.8,-1.4,20251008,20251028,15.1,24.3,2.3,20251005,20251028,12.1,81,12,20251028,203.9,57.3,16.2,5.2,20251013,20251005,20251005,1.2,5.7,10.1,230,270,20251027,20251027,70,113.1,32.43,296.32,,,,,
127,ÃæÁÖ,2025-11,6.6,14,.5,20.2,-5.7,20251107,20251118,6.5,12.3,1.6,20251101,20251117,0,68,12,20251110,5.4,4.3,,,20251127,,,1.2,6.3,12.3,230,250,20251102,20251127,70,197.4,64.43,313.13,,,,,
127,ÃæÁÖ,2025-12,-.1,5.1,-5,13,-11,20251207,20251226,4.4,10.4,1,20251220,20251231,-5.8,69,13,20251208,31.7,10.7,,,20251213,,,1.1,6.6,11.5,230,230,20251225,20251225,250,135.4,46.64,206.08,,,,,
129,¼­»ê,2016-01,-1.6,2.3,-5.8,10.7,-12.7,20160103,20160124,4.5,10.8,1.7,20160102,20160123,-5,79,36,20160105,21.9,5.8,,,20160118,,,2,9.4,14,290,290,20160119,20160119,50,155.4,50.31,190.11,14.1,10,40.2,20160124,20160123
129,¼­»ê,2016-02,.6,5.5,-4.7,18,-11.5,20160213,20160202,5.1,19.5,1.8,20160213,20160222,-3.7,75,21,20160222,61.7,23.6,,,20160212,,,2.3,8.7,13.5,230,270,20160208,20160214,320,189.3,60.13,244.88,7,7,12,20160228,20160228
129,¼­»ê,2016-03,5.9,12,.1,22.8,-9.7,20160331,20160301,6.8,16.8,2.6,20160305,20160310,.6,73,18,20160331,24.3,19.8,,,20160305,,,2.3,9.7,14.6,180,180,20160305,20160305,180,247.8,66.68,390.83,4.6,.5,.5,20160301,20160311
129,¼­»ê,2016-04,12.5,19.6,6.7,27.8,.4,20160426,20160405,10.7,18.2,3.8,20160421,20160401,7.5,76,17,20160425,87,34.2,9.4,2.7,20160416,20160416,20160416,2.3,12.7,19.5,270,290,20160417,20160417,200,210.8,53.39,399.34,,,,,
129,¼­»ê,2016-05,17.9,24.3,12,30.9,6.8,20160519,20160507,14.9,22.5,6.8,20160515,20160521,12.7,76,15,20160521,153.7,39.6,9.9,3.3,20160524,20160502,20160503,2.3,9.7,15.3,230,200,20160503,20160503,180,277.8,63.35,512.02,,,,,
129,¼­»ê,2016-06,21.9,27,17.9,30.4,15,20160628,20160602,22.2,29.5,13.9,20160630,20160603,19,85,40,20160603,36.8,29.4,7.5,2.5,20160624,20160624,20160624,2,7.3,11.9,180,200,20160615,20160615,200,219.3,49.89,452.16,,,,,
129,¼­»ê,2016-07,25.2,29.3,22,32.4,17.4,20160731,20160718,29,41,19.6,20160730,20160718,23.4,91,54,20160719,295.6,137.5,23.7,11.5,20160729,20160701,20160705,2,8.9,14.8,180,200,20160701,20160701,180,177.6,39.81,381.47,,,,,
129,¼­»ê,2016-08,26.4,31.8,22.1,34.6,17,20160820,20160829,29.5,39.1,17,20160805,20160829,23.6,86,41,20160816,34,28.9,7,3.3,20160831,20160831,20160831,1.6,8.9,15.2,290,290,20160831,20160831,320,240.1,57.26,442.18,,,,,
129,¼­»ê,2016-09,21.7,26.8,17.5,30.4,12.9,20160904,20160923,22.6,30.9,13.7,20160905,20160921,19.3,88,36,20160909,53.1,26.9,8.6,5.4,20160917,20160912,20160912,1.4,7,12.4,200,230,20160901,20160901,50,169.9,45.61,320.72,,,,,
129,¼­»ê,2016-10,15.3,20.4,10.6,28.2,-.5,20161004,20161030,15.1,28.6,3,20161002,20161030,12.3,85,18,20161030,73.8,24.8,8.5,4.4,20161025,20161025,20161002,1.7,7.8,11.9,290,200,20161008,20161003,50,161.5,46.34,256.81,,,,,
129,¼­»ê,2016-11,7.2,12.2,2.3,19.9,-4.5,20161113,20161129,8.6,18.1,3,20161105,20161109,3.6,80,25,20161109,17.5,5.4,,,20161111,,,1.8,6.6,10.1,320,290,20161108,20161108,20,172.5,56.21,204.22,,,,,
129,¼­»ê,2016-12,2.2,7.2,-2.9,16.1,-9.3,20161221,20161216,6.1,17.3,2.4,20161221,20161206,-.9,82,26,20161211,62.7,40.4,,,20161221,,,2,8.2,12.2,180,180,20161221,20161221,50,160.9,53.4,181.16,1.8,1.8,2.4,20161229,20161229
129,¼­»ê,2017-01,-1.2,3.8,-6.4,11,-12.9,20170108,20170124,4.8,11.2,1.8,20170102,20170115,-4.3,81,25,20170128,21.3,7,,,20170120,,,2,9,13.6,200,320,20170127,20170120,320,177.6,57.42,211.19,6.5,6.5,14.9,20170120,20170120
129,¼­»ê,2017-02,-.4,5,-5.6,11,-9.8,20170228,20170202,4.6,11.2,2,20170216,20170210,-4.4,76,30,20170218,31.4,16,,,20170222,,,2.3,8.2,12.2,320,180,20170220,20170219,320,203.7,67.03,270.76,0,0,0,20170210,20170210
129,¼­»ê,2017-03,4.5,11.5,-2.2,17.6,-6.4,20170319,20170308,5.8,10.5,2.7,20170331,20170306,-1,71,18,20170318,4.8,2.7,,,20170307,,,2,8.5,13,290,360,20170306,20170306,320,260.1,70.05,409.2,3.5,3.5,3.5,20170307,20170307
129,¼­»ê,2017-04,12,18.8,6.2,25.9,-1.3,20170416,20170402,10.2,19.5,2.2,20170416,20170412,6.6,75,11,20170412,38.9,24.6,6.3,2,20170405,20170405,20170405,2.6,10.9,14.5,200,230,20170414,20170414,180,260.9,66.13,461.91,,,,,
129,¼­»ê,2017-05,17.4,23.8,11.5,28.5,6.7,20170503,20170506,14.9,25.3,5.7,20170531,20170506,12.6,77,19,20170507,27.9,8.9,6.9,6.7,20170509,20170513,20170513,2.3,9.8,14.3,230,180,20170513,20170513,180,304.4,69.42,545.47,,,,,
129,¼­»ê,2017-06,21.2,27,16.3,31.8,10.3,20170623,20170604,19.7,30.2,8.5,20170629,20170610,16.8,79,23,20170611,23.3,13.8,10.4,5.9,20170626,20170626,20170626,1.9,6.4,10.1,230,250,20170609,20170609,180,264.4,60.15,504.07,,,,,
129,¼­»ê,2017-07,25.8,29.3,23.4,33,20.8,20170725,20170713,31.8,41,24,20170725,20170713,25,96,60,20170705,327.8,86.2,51.8,18.6,20170731,20170731,20170731,2,8.1,12.4,230,230,20170716,20170716,180,112.3,25.16,298.6,,,,,
129,¼­»ê,2017-08,25.2,29.6,21.6,34.7,15.3,20170805,20170831,29.4,42.9,9.4,20170802,20170829,23.2,91,25,20170826,231.3,64.8,20.9,9,20170820,20170820,20170820,1.6,8.1,11.9,200,290,20170824,20170828,70,182.9,43.57,373.33,,,,,
129,¼­»ê,2017-09,20.6,26.4,15.4,30.2,7.9,20170926,20170929,18.5,26.8,8.6,20170919,20170929,15.9,77,26,20170928,37.6,22.9,9.9,2.4,20170927,20170927,20170927,1.6,6.1,9.5,290,360,20170928,20170927,50,245.7,65.94,388.27,,,,,
129,¼­»ê,2017-10,15,20.8,9.7,25.8,.4,20171009,20171031,12.3,24.1,4.2,20171010,20171030,9.4,72,27,20171014,25.5,11.2,2.6,1.2,20171001,20171011,20171011,1.7,8.4,12.6,320,320,20171029,20171029,20,213.8,61.3,343.35,,,,,
129,¼­»ê,2017-11,6.2,11.5,.6,20.2,-4.7,20171107,20171121,7,16.6,2,20171108,20171130,.8,71,25,20171109,24.7,9.3,,,20171125,,,2,8.9,13.1,320,290,20171110,20171110,340,211.9,69.05,179.22,,,,,
129,¼­»ê,2017-12,-.4,4.1,-4.5,10.7,-11,20171203,20171214,4.4,9.7,1.8,20171203,20171227,-5.3,71,27,20171215,35.9,16.2,,,20171224,,,2,8.8,12.4,320,340,20171210,20171211,340,187,62.11,134.77,,,,,
129,¼­»ê,2018-01,-3.2,1.1,-7.4,8,-15.9,20180117,20180127,3.5,8.1,1.1,20180115,20180127,-8.5,69,20,20180121,21,11.1,,,20180109,,,1.9,8.3,16.6,290,320,20180109,20180129,340,178.8,57.83,218.43,,,,,
129,¼­»ê,2018-02,-1.7,3.5,-7.1,9.3,-15.3,20180226,20180207,3.3,8.4,1.3,20180228,20180206,-9.2,60,17,20180225,40.5,33,,,20180228,,,2.3,8,12.9,320,70,20180205,20180228,340,206.3,67.91,358.79,,,,,
129,¼­»ê,2018-03,6.7,12.4,1.6,20.5,-7.2,20180314,20180302,7.7,15.4,1.6,20180315,20180302,2.4,77,7,20180303,76.6,21.4,,,20180304,,,2.3,9.9,14.5,320,320,20180301,20180301,200,206.6,55.67,466.24,,,,,
129,¼­»ê,2018-04,11.7,17.6,5.8,25,-1.9,20180420,20180408,9.7,18.9,2.7,20180430,20180407,5.7,71,13,20180421,132.8,67.7,11,2.6,20180423,20180423,20180423,2.4,9.8,15.5,200,180,20180410,20180410,200,235.3,59.71,559.79,,,,,
129,¼­»ê,2018-05,17.1,22.3,12.2,28.5,7.2,20180528,20180504,14.3,26.3,5.4,20180517,20180504,11.7,74,21,20180504,147.7,54.1,6.9,4.9,20180512,20180517,20180517,2.3,8.3,13.4,290,290,20180503,20180503,200,233.8,53.35,601.27,,,,,
129,¼­»ê,2018-06,21.6,27.2,17.4,32.4,13.2,20180625,20180602,19.2,28.4,9.3,20180628,20180602,16.6,76,18,20180602,162.3,139.3,60,20,20180626,20180626,20180626,1.7,7.8,12.3,230,230,20180626,20180626,50,237.5,54.04,616.93,,,,,
129,¼­»ê,2018-07,26.5,31.4,22.7,36.5,18.3,20180731,20180708,27,33.8,15.6,20180728,20180708,22.2,80,37,20180731,152.9,97.2,14.9,3.9,20180701,20180701,20180701,1.8,5.6,8.7,180,230,20180725,20180711,50,279.3,62.55,647.24,,,,,
129,¼­»ê,2018-08,27.4,32.4,23.5,37.1,19.1,20180801,20180826,27.6,36.3,14.3,20180809,20180818,22.5,77,31,20180818,156.8,65.8,20.5,7.1,20180827,20180827,20180827,1.9,7.2,9.8,290,200,20180821,20180821,20,255.4,60.81,584.81,,,,,
129,¼­»ê,2018-09,20.3,25.3,15.6,30,8.8,20180901,20180925,18.1,31.5,8.9,20180903,20180930,15.5,77,28,20180922,82.7,40.2,8.6,5.8,20180921,20180903,20180907,1.6,7.9,10.7,340,320,20180930,20180930,20,214.2,57.43,503.01,,,,,
129,¼­»ê,2018-10,12.3,18.9,6.7,24.9,.1,20181004,20181030,10.3,19.6,5.8,20181006,20181030,7,74,23,20181025,153.2,94.6,12.4,4.2,20181006,20181006,20181010,1.7,8.9,14.6,320,250,20181028,20181028,20,246.5,70.59,431.79,,,,,
129,¼­»ê,2018-11,7.4,13.6,2,19.5,-2.9,20181103,20181123,7.8,18.1,1.9,20181108,20181128,2.5,75,13,20181128,73.9,54.7,,,20181108,,,1.2,8.3,11.7,320,360,20181108,20181108,20,179.7,58.48,281.11,,,,,
129,¼­»ê,2018-12,.6,5.2,-4,16.4,-12.3,20181202,20181231,4.3,15.8,1.3,20181203,20181227,-6.2,63,18,20181215,26.8,14.2,,,20181203,,,1.9,7.5,11.5,340,340,20181207,20181207,20,186.6,61.99,263.7,,,,,
129,¼­»ê,2019-01,-1.1,4.7,-6.7,9.3,-10.9,20190119,20190109,3.7,7,1.1,20190120,20190124,-7.3,66,8,20190124,1.1,.5,,,20190101,,,1.6,7.9,11.3,340,360,20190115,20190120,340,207.3,67.11,304.63,,,,,
129,¼­»ê,2019-02,.4,6.3,-4.8,13.9,-9.7,20190223,20190217,4.1,10.5,1.5,20190203,20190210,-6.1,66,19,20190205,30.2,15.6,,,20190203,,,1.6,6.6,10,340,360,20190209,20190207,340,179.4,59.09,339.94,,,,,
129,¼­»ê,2019-03,5.8,12.3,-.5,18.1,-5.6,20190326,20190314,6,12.9,1.5,20190320,20190309,-1,67,9,20190309,43.7,38.1,,,20190320,,,2.3,10,13.4,320,290,20190315,20190315,340,227.2,61.29,495.7,,,,,
129,¼­»ê,2019-04,11,17.5,4.6,28.5,-3.7,20190422,20190402,8.6,19.1,2.3,20190424,20190402,3.6,66,12,20190416,43.9,26.4,6.9,1.6,20190409,20190409,20190409,1.9,7.3,10.2,340,290,20190414,20190414,20,207.8,52.74,546.94,,,,,
129,¼­»ê,2019-05,17.3,24.3,10.8,29.2,3.2,20190516,20190507,12.2,24.3,3.8,20190519,20190506,9.2,65,12,20190505,20.1,7.5,3,1.2,20190527,20190527,20190519,2.2,7.9,10.6,290,320,20190520,20190520,200,312.1,71.26,764.29,,,,,
129,¼­»ê,2019-06,20.9,26.1,16.4,31.1,11.1,20190625,20190602,18.2,26.3,8.6,20190630,20190602,15.8,75,25,20190602,56.3,25.3,8.5,3.1,20190607,20190607,20190607,1.7,6.2,9.1,320,90,20190603,20190607,230,218.9,51.51,587.13,,,,,
129,¼­»ê,2019-07,24.6,28.8,21.3,34.8,16.1,20190706,20190704,24.7,34.4,13.3,20190731,20190706,20.5,81,25,20190706,174.5,56.3,29.3,11.4,20190726,20190713,20190713,2.3,7.2,10.2,200,180,20190728,20190728,180,180.2,41.66,513.66,,,,,
129,¼­»ê,2019-08,25.9,30.8,21.7,36.3,16,20190810,20190831,26.4,35.4,16.1,20190812,20190830,21.8,81,37,20190810,121.1,66.5,23.3,9,20190812,20190812,20190812,1.6,6.9,9.4,200,140,20190817,20190811,50,241.3,59.42,555.03,,,,,
